Company;Currency;Year;Fixed Assets;FxAInt;FxATan;FxAOth;CurrAss;CurrInv;CurrARec;CurrAssOth;Cash;TAssets;Equity;Capital;EquOht;NCLiabs;NCLtDebt;NCLiabOth;Provisions;CLiabs;CLoans;CAPay;CLiaboth;TEaLiab;Turnover;Sales;CoS;OthOpEx;Ebit;FinInc;FinExp;PBT;Tax;ExtOrdRev;ExtOrdExp;NetInc;Exp;MatCost;SalWage;Dep;RaD;HdCnt;ExRate;II;Cty;FYE;BvDID
KAILOW VISUAL APS;EUR/DKK;2012;56,5182367225;0;56,5182367225;0;953,309973912;50,089622119;385,3150877978;517,9052639952;482,2800247341;1009,8282106345;429,5118131969;26,7858941813;402,7259190157;0;n.a.;n.a.;n.a.;580,3163974376;n.a.;255,8052894313;n.a.;1009,8282106345;2902,2516345425;n.a.;2193,8986629183;406,2080852592;302,1448863649;8,571486138;5,2232493654;305,4931231376;73,2594205858;n.a.;n.a.;232,2337025518;n.a.;n.a.;386,7883119778;19,4197732814;n.a.;n.a.;0,13393; D;DK;31.12.;DK15945672
KAILOW VISUAL APS;EUR/DKK;2011;59,589211359;0;59,589211359;0;904,5992017819;54,7467472305;330,7672025549;519,0852519965;513,5702234057;964,1884131409;453,8464991542;26,9025784917;426,9439206626;n.a.;n.a.;n.a.;n.a.;510,4764268792;n.a.;167,3340382181;n.a.;964,1884131409;3462,7653905535;n.a.;2709,4931927871;390,6254396988;362,6467580675;2,6902578492;6,7256446229;358,6113712938;90,5271766244;n.a.;n.a.;267,9496817769;n.a.;n.a.;364,5299385619;26,2300140294;n.a.;n.a.;0,13451; D;DK;31.12.;DK15945672
MARK & WEDELL A/S, INGENIOR- OG HANDELSFIRMA;EUR/DKK;2013;3059,5451817312;31,8842761442;2539,3068026197;488,3541029674;1544,9747984787;191,0365912434;402,5221697186;951,4160375166;737,2398028268;4604,5199802099;2958,5110408694;67,2664053674;2891,244635502;558,8492957924;n.a.;n.a.;473,4209609758;1087,2941763588;n.a.;571,4953800015;n.a.;4604,5199802099;4320,386683938;n.a.;1789,5554483946;2214,9481959381;315,8830396054;4,3050499435;95,9218940539;224,2661954949;67,8045366103;n.a.;n.a.;156,4616588846;n.a.;n.a.;2042,0735341438;172,8746617942;n.a.;n.a.;0,13453; D;DK;30.04.;DK48299210
MARK & WEDELL A/S, INGENIOR- OG HANDELSFIRMA;EUR/DKK;2012;3018,3544362517;76,6250402469;2371,746640484;569,9827555207;895,5719616224;218,4485796512;203,6612911825;473,4620907887;289,5619941961;3913,9263978741;2799,7714267053;67,214947585;2732,5564791203;504,7842563633;n.a.;n.a.;490,6691173704;609,3707148055;n.a.;201,7792726501;n.a.;3913,9263978741;3303,0769542217;n.a.;1427,5110568101;1905,0060444539;-29,4401470422;18,0136059528;22,4497924934;-34,010763478;-3,6296071696;n.a.;n.a.;-30,5155862036;n.a.;n.a.;1731,5914796846;173,4145647693;n.a.;n.a.;0,13443; D;DK;30.04.;DK48299210
MARK & WEDELL A/S, INGENIOR- OG HANDELSFIRMA;EUR/DKK;2011;3148,7176154235;129,5316078911;2463,1119103021;556,2081879217;1178,1208146287;241,3632445176;185,7156075872;751,0419625239;585,574049338;4326,8384300521;2823,1454167075;67,0453456993;2756,1000710082;506,9969041784;0;506,9969041784;506,9969041784;996,6961091663;n.a.;192,2860514657;n.a.;4326,8384300521;3314,1855286094;n.a.;1285,3933677476;2086,1829767804;-57,3908159186;47,1999233723;29,9022241819;-40,0931167282;-12,6045249915;n.a.;n.a.;-27,4885917367;n.a.;n.a.;1923,7991494967;162,2497365924;n.a.;n.a.;0,13409; D;DK;30.04.;DK48299210
DANAK DEN DANSKE AKKREDITERINGSFOND;EUR/DKK;2013;73,0107469023;0;17,0135134983;55,9972334039;1951,9992534184;n.a.;471,5556497174;n.a.;1130,1259832433;2025,0100003207;1323,1690773464;40,1894019646;1282,9796753818;n.a.;n.a.;n.a.;n.a.;701,9748876476;n.a.;95,5168120024;n.a.;2025,0100003207;4083,6451336184;n.a.;1351,4356233948;2635,8889101819;96,3206000417;21,166418368;0,5358586929;116,9511597169;25,0513938912;n.a.;n.a.;91,8997658256;n.a.;n.a.;2610,3016575978;25,5872525841;n.a.;n.a.;0,13396; U;DK;31.12.;DK26899389
DANAK DEN DANSKE AKKREDITERINGSFOND;EUR/DKK;2012;93,4827706927;0;38,5716876211;54,9110830716;1727,690174693;n.a.;591,4325435228;n.a.;925,7205029053;1821,1729453857;1230,8118376302;40,1788412719;1190,6329963582;n.a.;n.a.;n.a.;n.a.;590,6289666974;n.a.;71,3844079931;n.a.;1821,1729453857;3893,9993666046;n.a.;1335,2768249372;2558,1868237838;0,5357178836;16,2054659797;4,1518135981;12,5893702652;7,3661208999;n.a.;n.a.;5,2232493654;n.a.;n.a.;2525,5080328827;32,6787909012;n.a.;n.a.;0,13393; U;DK;31.12.;DK26899389
DANAK DEN DANSKE AKKREDITERINGSFOND;EUR/DKK;2011;118,3713453633;0;62,6830078856;55,6883374777;1712,6181467788;n.a.;591,3186752466;n.a.;728,521825554;1830,9894921421;1230,9274788857;40,3538677375;1190,5736111482;0;n.a.;n.a.;n.a.;600,0620132564;n.a.;84,0705577864;n.a.;1830,9894921421;3947,2808291882;n.a.;1280,4282233104;2522,9238109475;143,9287949304;11,9716474288;3,228309419;152,6721329401;37,7981227808;n.a.;n.a.;114,8740101594;n.a.;n.a.;2488,4885104781;34,4353004693;n.a.;29;0,13451; U;DK;31.12.;DK26899389
ABERDEEN SP 2013 A/S;EUR/DKK;2013;2708,0981930039;105,9265025733;121,6143516886;2480,557338742;1722,5794665307;0;964,3334259585;758,2460405722;59,3992919493;4430,6776595346;-5339,2320664165;67,0420902363;-5406,2741566528;34,5937185619;n.a.;n.a.;34,5937185619;9735,1819232087;n.a.;30,1689406063;n.a.;4430,6776595346;3896,6203687124;n.a.;1239,6082484686;3896,218116171;-1239,2059959272;78,9755822983;146,1517567151;-1306,3821703439;-320,5952755098;n.a.;n.a.;-985,7868948341;n.a.;n.a.;2414,5879219495;916,0631209884;n.a.;n.a.;0,13408; D;DK;30.09.;DK32784100
ABERDEEN SP 2013 A/S;EUR/DKK;2012;3074,6188635991;953,1760444411;144,7777580499;1976,6650611081;2172,3360181024;10,7143576725;1178,8472029185;982,7744575114;51,6967757699;5246,9548817015;-4348,1542024484;66,9647354532;-4415,1189379016;245,7605791133;n.a.;n.a.;245,7605791133;9349,2145755656;n.a.;92,6791938673;n.a.;5246,9548817015;5940,1738231132;n.a.;2184,389670484;4338,1094921304;-582,3253395012;10,7143576725;278,7072289563;-850,318210785;-200,4924179469;n.a.;n.a.;-649,825792838;n.a.;n.a.;3173,9945310116;430,7171784351;n.a.;18;0,13393; D;DK;30.09.;DK32784100
ABERDEEN SP 2013 A/S;EUR/DKK;2011;1379,4297121596;1343,3802569808;1,748667602;34,3007875769;1706,9686052956;199,7516453005;119,8509871803;1387,3659728147;74,9236810993;3086,3983174552;-3714,3044994504;67,2564462291;-3781,5609456796;335,8786924683;n.a.;n.a.;335,8786924683;6464,8241244373;n.a.;122,675757922;n.a.;3086,3983174552;681,1732874087;n.a.;922,4894164789;3628,4852740621;-3869,8014031322;0,6725644623;63,2210594554;-3932,3498981253;-978,1777539566;n.a.;n.a.;-2954,3066570612;n.a.;n.a.;2492,1203585745;n.a.;n.a.;12;0,13451; D;DK;30.09.;DK32784100
AN GROUP A/S;EUR/DKK;2013;153,121621485;81,0486272952;13,2625026483;58,8104915415;1483,6587558582;n.a.;791,8651833749;n.a.;667,2780372848;1636,7803773431;819,1939767108;89,2204723613;729,9735043495;43,1366247753;n.a.;n.a.;0;774,3158111838;n.a.;106,3679505329;n.a.;1636,7803773431;3645,9825462244;n.a.;956,1058727368;1822,9912731122;866,8854003754;9,7794211447;20,3626303287;856,3021911914;224,2568629622;n.a.;n.a.;632,0453282292;n.a.;n.a.;1740,3350697384;82,6562033738;n.a.;n.a.;0,13396; D;DK;31.12.;DK27268641
AN GROUP A/S;EUR/DKK;2012;112,6346850323;38,1698992083;17,2769017469;57,187884077;1156,2131223353;n.a.;447,3244328275;n.a.;432,7261204987;1268,8478073676;344,4665991714;89,1970276237;255,2695715477;390,9401255759;120,268664874;270,6714607019;8,571486138;533,1732236785;n.a.;35,2234508484;n.a.;1268,8478073676;2894,4837252299;n.a.;949,2920897848;1549,0282605038;396,1633749412;0,6696473545;82,7684130202;314,0646092756;91,7416875709;n.a.;n.a.;222,3229217047;n.a.;n.a.;1466,5277064255;82,5005540784;n.a.;n.a.;0,13393; D;DK;31.12.;DK27268641
AN GROUP A/S;EUR/DKK;2011;223,6949401581;115,0085230518;15,8725213101;92,8138957962;1033,3280398645;n.a.;522,0445356306;n.a.;430,9793074363;1257,0229800226;276,4239940018;89,5855863772;186,8384076245;511,6870429113;n.a.;n.a.;22,8671917179;468,9119431096;n.a.;138,1447405547;n.a.;1257,0229800226;4035,9248253182;n.a.;1027,1404468114;2603,0934948526;405,6908836542;4,3044125587;66,5838817668;343,2769015535;87,4333800979;n.a.;n.a.;255,8435214556;n.a.;n.a.;2479,7451724684;123,3483223842;n.a.;n.a.;0,13451; D;DK;31.12.;DK27268641
SE BIG BLUE 2012 A/S;EUR/DKK;2013;43,1366247753;0;0;43,1366247753;11170,3763467016;n.a.;5643,7977178824;n.a.;4252,0387278499;11213,5129714768;1771,2809092511;200,9470098228;1570,3338994284;0;n.a.;n.a.;n.a.;9442,2320622257;n.a.;3234,1751407609;n.a.;11213,5129714768;3584,2248318722;n.a.;955,7039787171;2289,0543712278;339,4664819273;51,7103638611;7,6359863733;383,5408594151;103,0188337025;n.a.;n.a.;280,5220257126;n.a.;n.a.;2289,0543712278;n.a.;n.a.;n.a.;0,13396; D;DK;31.12.;DK18944804
SE BIG BLUE 2012 A/S;EUR/DKK;2012;49,5539042354;0;0;49,5539042354;4853,4700961783;n.a.;526,0749617205;n.a.;2239,7025419683;4903,0240004137;1490,3671522468;200,8942063597;1289,4729458872;0;n.a.;n.a.;0;3412,6568481669;n.a.;2097,067655453;n.a.;4903,0240004137;2844,6619620527;n.a.;744,379999298;1886,3965977172;213,8853650376;30,1341309539;0,2678589418;243,7516370497;61,4736271461;n.a.;n.a.;182,2780099037;n.a.;n.a.;1728,2258925767;158,1707051405;n.a.;n.a.;0,13393; D;DK;31.12.;DK18944804
SE BIG BLUE 2012 A/S;EUR/DKK;2011;158,8597259932;0;158,8597259932;0;2724,6931496349;n.a.;765,9164096574;n.a.;974,2768800753;2883,5528756281;1313,78742064;201,7693386874;1112,0180819526;4,3044125587;n.a.;n.a.;4,3044125587;1565,4610424294;n.a.;845,2790162078;n.a.;2883,5528756281;3048,6001946744;n.a.;750,1784012398;2059,9304351061;238,4913583285;53,9396698758;1,3451289246;291,0858992797;73,5785521747;n.a.;n.a.;217,507347105;n.a.;n.a.;1898,3804512637;161,5499838424;n.a.;n.a.;0,13451; D;DK;31.12.;DK18944804
DANSK FUNDAMENTAL METROLOGI A/S;EUR/DKK;2013;1491,4287069046;0;1441,5938484686;49,834858436;1869,7449440643;n.a.;161,4274312243;n.a.;1172,8607139989;3361,1736509689;2116,7758014731;133,9646732152;1982,8111282579;0;n.a.;n.a.;n.a.;1244,3978494958;n.a.;48,7631410503;n.a.;3361,1736509689;3403,9083817246;n.a.;504,6449240016;2839,2472841226;60,0161736004;6,6982336608;0,2679293464;66,4464779147;0;n.a.;n.a.;66,4464779147;n.a.;n.a.;2069,0843778085;206,3055967514;n.a.;26;0,13396; D;DK;31.12.;DK29217939
DANSK FUNDAMENTAL METROLOGI A/S;EUR/DKK;2012;893,3095709459;0;843,4878077687;49,8217631772;2214,2559424961;n.a.;73,1254911149;n.a.;1961,7988898375;3107,565513442;2049,790552223;133,9294709064;1915,8610813166;0;n.a.;n.a.;n.a.;1057,774961219;n.a.;67,7683122787;n.a.;3107,565513442;2897,5641030608;n.a.;319,5557175828;2471,6683855783;106,3399998997;14,330453387;0,8035768254;119,8668764613;0;n.a.;n.a.;119,8668764613;n.a.;n.a.;1752,065338398;205,3138788996;n.a.;22;0,13393; D;DK;31.12.;DK29217939
DANSK FUNDAMENTAL METROLOGI A/S;EUR/DKK;2011;861,6895890877;0;811,6507930933;50,0387959945;1469,0152985369;n.a.;66,7183946593;n.a.;481,0181034308;2330,7048876246;1938,3307803238;134,5128924583;1803,8178878655;0;n.a.;n.a.;n.a.;392,3741073008;n.a.;92,8138957962;n.a.;2330,7048876246;2706,8029349379;n.a.;293,507131344;2339,8517643118;73,4440392822;56,0918761551;0,2690257849;129,2668896524;0;n.a.;n.a.;129,2668896524;n.a.;n.a.;1650,6077033555;207,822418848;n.a.;21;0,13451; D;DK;31.12.;DK29217939
TEKEMAS A/S;EUR/DKK;2013;104,2245157614;0;32,2854862449;71,9390295166;1037,824323398;0;206,707490771;831,116832627;677,8612464688;1142,0488391594;680,5405399331;200,9470098228;479,5935301104;22,7739944466;n.a.;n.a.;18,8890189233;438,7343047797;n.a.;150,1743986742;n.a.;1142,0488391594;2954,5908677609;n.a.;2087,0356440193;775,2535638963;92,3016598453;1,3396467322;6,6982336608;86,9430729167;20,2286656555;n.a.;n.a.;66,7144072612;n.a.;n.a.;757,4362623586;17,8173015376;n.a.;n.a.;0,13396; D;DK;31.12.;DK12250878
TEKEMAS A/S;EUR/DKK;2012;126,6972794775;0;54,7771536007;71,9201258768;1268,312089484;13,9286649743;812,4161705184;441,9672539912;195,9388159361;1395,0093689614;613,7987651642;200,8942063597;412,9045588045;21,8305037577;n.a.;n.a.;6,6964735453;759,3801000395;n.a.;405,4045084338;n.a.;1395,0093689614;4751,4158393476;n.a.;3865,4723893016;862,2379336956;23,7055163504;7,2321914289;11,517934498;19,4197732814;-25,9823173558;n.a.;n.a.;45,4020906373;n.a.;n.a.;826,8805533763;35,3573803193;n.a.;11;0,13393; D;DK;31.12.;DK12250878
TEKEMAS A/S;EUR/DKK;2011;75,0581939917;0;52,5945409512;22,4636530405;1741,0003670875;16,0070342025;1390,8633080186;334,1300248664;198,2720034835;1816,0585610792;591,0496494617;201,7693386874;389,2803107743;6,7256446229;n.a.;n.a.;6,7256446229;1218,1487541022;n.a.;268,2187075618;n.a.;1816,0585610792;4373,1486467111;n.a.;3637,7666636417;993,1086850195;-257,7267019501;9,2813895796;7,3982090852;-255,8435214556;-29,1892976634;n.a.;n.a.;-226,6542237922;n.a.;n.a.;947,1052757987;46,0034092207;n.a.;12;0,13451; D;DK;31.12.;DK12250878
DANSK BYGNINGSARV A/S;EUR/DKK;2013;0;0;0;0;2339,8269823764;3,4830815036;168,2596295583;2168,0842713145;1332,278675125;2339,8269823764;575,7801654789;66,9823366076;508,7978288713;28,5344753948;n.a.;n.a.;28,5344753948;1735,6463061759;n.a.;143,8780590331;n.a.;2339,8269823764;2935,4339194911;n.a.;1668,3960402219;1191,7497329223;75,2881463469;0;0,4018940196;74,8862523273;19,4248776162;n.a.;n.a.;55,4613747111;n.a.;n.a.;1673,7546271505;n.a.;n.a.;23;0,13396; D;DK;31.12.;DK27292984
DANSK BYGNINGSARV A/S;EUR/DKK;2012;0;0;0;0;3066,4491658738;4,8214609526;277,3679342472;2784,2597706739;2323,274531814;3066,4491658738;520,1820650006;66,9647354532;453,2173295474;8,9732745507;n.a.;n.a.;8,9732745507;2537,1598968515;n.a.;42,7235012192;n.a.;3066,4491658738;2293,9439776854;n.a.;1132,239747043;1102,1056160891;59,5986145534;3,0803778308;0,5357178836;62,1432745006;8,9732745507;n.a.;n.a.;53,1699999499;n.a.;n.a.;1308,0891423432;1,2053652382;n.a.;19;0,13393; D;DK;31.12.;DK27292984
DANSK BYGNINGSARV A/S;EUR/DKK;2011;1,2106160321;0;1,2106160321;0;3224,5430580098;7,5327219777;267,680655992;2949,3296800402;2510,0105732715;3225,753674042;469,1809688945;67,2564462291;401,9245226653;0;n.a.;n.a.;0;2756,5727051475;n.a.;77,8829647333;n.a.;3225,753674042;2281,7421947698;n.a.;1318,495371876;916,4363363182;46,8104865755;15,1999568478;1,0761031397;60,9343402836;0;n.a.;n.a.;60,9343402836;n.a.;n.a.;1375,125299601;2,4212320642;n.a.;18;0,13451; D;DK;31.12.;DK27292984
VALCON DESIGN A/S;EUR/DKK;2013;138,4150059846;138,0145768448;0,4004291398;0;1031,3719876983;n.a.;733,1857549407;n.a.;49,653213333;1169,7869936829;651,898639565;66,7381899637;585,1604496013;21,7566499282;n.a.;n.a.;21,7566499282;495,9982278099;n.a.;65,8038553042;n.a.;1169,7869936829;3070,3571674678;n.a.;828,6213665887;2049,9302429236;191,8055579555;27,629610645;19,4875514694;199,9476171311;51,5218826519;n.a.;n.a.;148,4257344792;n.a.;n.a.;1998,1414075118;51,7888354118;n.a.;n.a.;0,13348;B+;DK;30.06.;DK30721101
VALCON DESIGN A/S;EUR/DKK;2012;206,5007297427;190,6264065442;1,0762253016;14,7980978969;1959,537217871;n.a.;823,3123557168;n.a.;225,0656161951;2166,0379476136;507,3057015372;67,2640813494;440,0416201878;255,8725654531;n.a.;n.a.;25,5603509128;1402,8596806233;n.a.;93,6316012384;n.a.;2166,0379476136;3789,2547587376;n.a.;1225,6860903489;2134,6928857048;428,8757826838;30,6724210953;27,0401607025;432,5080430767;108,1606428098;n.a.;n.a.;324,3474002668;n.a.;n.a.;2044,2899603712;90,4029253336;n.a.;n.a.;0,13453;B+;DK;30.06.;DK30721101
VALCON DESIGN A/S;EUR/DKK;2011;281,2800187314;271,8950800702;9,3849386612;0;1866,6642997124;n.a.;903,9036636257;n.a.;806,4343721016;2147,9443184438;702,2615529623;67,0352761514;635,2262768109;328,070641485;n.a.;n.a.;37,4056840925;1117,6121239965;n.a.;4,0221165691;n.a.;2147,9443184438;3252,2834577623;n.a.;740,6057309209;1878,864719972;632,8130068694;2,4132699415;14,7477607533;620,4785160575;159,4098866881;n.a.;n.a.;461,0686293695;n.a.;n.a.;1791,8529315274;87,0117884445;n.a.;n.a.;0,13407;B+;DK;30.06.;DK30721101
EA ENERGIANALYSE A/S;EUR/DKK;2013;69,5276653987;0;15,4059374197;54,1217279789;1667,4582875094;n.a.;1073,1909971268;n.a.;5,0906575822;1736,9859529081;606,3241109719;117,2190890633;489,1050219086;168,1256648851;n.a.;n.a.;168,1256648851;962,4022123779;n.a.;309,7263244735;n.a.;1736,9859529081;2507,4167885686;n.a.;1032,5997011426;1058,7228124196;416,0942750064;0,9377527125;0,6698233661;416,3622043528;74,3503936344;n.a.;n.a.;342,0118107184;n.a.;n.a.;1638,6558827681;12,0568205894;n.a.;n.a.;0,13396;A+;DK;31.12.;DK28985827
EA ENERGIANALYSE A/S;EUR/DKK;2012;61,7414860879;0;13,2590176197;48,4824684681;1288,8032985326;n.a.;879,2469765008;n.a.;0,5357178836;1350,5447846205;304,4216873703;117,1882870431;187,2334003272;93,8845591054;n.a.;n.a.;93,8845591054;952,3724676157;n.a.;447,1905033566;n.a.;1350,5447846205;1981,4865220607;n.a.;1259,4727444041;655,8526190288;66,1611586278;0,1339294709;2,812518889;63,4825692097;16,8751133342;n.a.;n.a.;46,6074558754;n.a.;n.a.;645,0043318854;10,8482871434;n.a.;n.a.;0,13393;A+;DK;31.12.;DK28985827
EA ENERGIANALYSE A/S;EUR/DKK;2011;71,2918330029;0;24,2123206425;47,0795123604;1321,8581941875;n.a.;985,037911472;n.a.;1,0761031397;1393,1500271904;339,7795663496;117,698780901;222,0807854486;77,3449131635;n.a.;n.a.;77,3449131635;976,0255476773;n.a.;570,4691769156;n.a.;1393,1500271904;2424,0568349906;n.a.;1587,5211567926;680,6352358389;155,9004423591;0;3,3628223115;152,6721329401;38,2016614582;n.a.;n.a.;114,470471482;n.a.;n.a.;667,452972378;13,1822634609;n.a.;n.a.;0,13451;A+;DK;31.12.;DK28985827
IKEA INDUSTRY INVESTMENT & DEVELOPMENT A/S;EUR/DKK;2013;0;n.a.;n.a.;n.a.;939,4884267013;n.a.;n.a.;n.a.;277,3689433283;939,4884267013;536,7739241598;91,9647632302;444,8091609297;0;n.a.;n.a.;n.a.;402,7145025415;n.a.;159,9328899907;n.a.;939,4884267013;2583,0569357422;n.a.;1342,2029292428;1112,8272588539;128,0267476455;0,2681188432;0,1340594216;128,1608070671;32,30832061;n.a.;n.a.;95,8524864571;n.a.;n.a.;1118,1896357186;n.a.;n.a.;n.a.;0,13406;A-;DK;31.08.;DK31091349
IKEA INDUSTRY INVESTMENT & DEVELOPMENT A/S;EUR/DKK;2012;0;n.a.;n.a.;n.a.;990,0238101427;n.a.;n.a.;n.a.;335,2418974836;990,0238101427;441,1289499714;92,0640278918;349,0649220796;n.a.;n.a.;n.a.;n.a.;548,760656049;n.a.;173,3917260003;n.a.;990,0238101427;3232,9773059968;n.a.;1495,1681264471;1595,552809921;142,2563696288;2,9524906904;0;145,2088603192;36,3693171409;n.a.;n.a.;108,8395431782;n.a.;n.a.;1595,4186057987;n.a.;n.a.;n.a.;0,1342;A-;DK;31.08.;DK31091349
IKEA INDUSTRY INVESTMENT & DEVELOPMENT A/S;EUR/DKK;2011;0;n.a.;n.a.;n.a.;637,2176720712;n.a.;n.a.;n.a.;156,2176432795;637,2176720712;332,2980109621;92,0664117609;240,2315992012;0;n.a.;n.a.;n.a.;304,919661109;n.a.;55,2935300955;n.a.;637,2176720712;2273,0740757939;n.a.;1127,3438174806;1020,7829852092;124,9472731041;1,3420759732;3,4893975303;122,799951547;30,7335397861;n.a.;n.a.;92,0664117609;n.a.;n.a.;1020,7829852092;n.a.;n.a.;n.a.;0,13421;A-;DK;31.08.;DK31091349
GOLDER ASSOCIATES A/S;EUR/DKK;2013;55,5953393843;0;25,4532879109;30,1420514734;1192,4195562883;n.a.;799,5011697482;n.a.;357,2837834649;1248,0148956726;464,3215573638;66,9823366076;397,3392207562;n.a.;n.a.;n.a.;n.a.;783,5593736356;n.a.;102,750904356;n.a.;1248,0148956726;2449,5440497396;n.a.;1147,9432847809;1139,5035103683;162,0972545904;1,6075760786;8,8416684322;154,8631622368;39,7875079449;n.a.;n.a.;115,0756542918;n.a.;n.a.;1117,9351979807;21,5683123876;n.a.;n.a.;0,13396;A-;DK;31.12.;DK29624224
GOLDER ASSOCIATES A/S;EUR/DKK;2012;55,4468009553;0;29,4644835994;25,9823173558;703,9332990842;n.a.;502,7712337828;n.a.;161,786800855;759,3801000395;349,1541306531;66,9647354532;282,1893951999;0;n.a.;n.a.;n.a.;410,2259693864;n.a.;39,9109823301;n.a.;759,3801000395;2531,4009296026;n.a.;1439,7418122442;1021,2122156616;70,4469016968;54,375365188;34,285944552;90,5363223328;23,9733752923;n.a.;n.a.;66,5629470405;n.a.;n.a.;1006,4799738619;14,7322417997;n.a.;n.a.;0,13393;A-;DK;31.12.;DK29624224
GOLDER ASSOCIATES A/S;EUR/DKK;2011;31,6105297277;0;16,141547095;15,4689826327;800,8897616966;n.a.;466,7597368302;n.a.;280,3248678831;832,5002914243;283,822203087;67,2564462291;216,5657568578;0;n.a.;n.a.;n.a.;548,6780883373;n.a.;88,9130219149;n.a.;832,5002914243;1878,6070560723;n.a.;446,7173158539;1192,5913045351;239,2984356833;0,1345128925;5,5150285908;233,9179199849;59,0511597892;n.a.;n.a.;174,8667601958;n.a.;n.a.;867,8771821408;7,936260655;n.a.;n.a.;0,13451;A-;DK;31.12.;DK29624224
IRD A/S;EUR/DKK;2013;402,6978076848;0;312,4056179378;90,292189747;2337,0137242389;504,7788886748;188,8901892334;1643,3446463306;222,7832515568;2739,7115319237;1428,4653104935;827,4997864502;600,9655240433;5,3585869286;n.a.;n.a.;5,3585869286;1305,8876345016;n.a.;525,6773776964;n.a.;2739,7115319237;2423,5549031359;n.a.;1003,7972964014;2104,3170868641;-684,5594801296;74,8862523273;210,7264309675;-820,3996587698;-91,497871806;n.a.;n.a.;-728,9017869638;n.a.;n.a.;1972,7637777668;161,4274312243;n.a.;28;0,13396;A+;DK;31.12.;DK14689605
IRD A/S;EUR/DKK;2012;727,2370270219;0;464,4674051035;262,7696219184;2642,9641788676;385,7168762105;560,2269768016;1697,0203258555;461,1191683309;3370,2012058896;1632,3323914076;773,7105534265;858,6218379812;51,562846299;n.a.;n.a.;51,562846299;1686,172038712;n.a.;697,102896068;n.a.;3370,2012058896;1556,5283108746;n.a.;923,4437018999;1062,060704288;-428,9760953133;34,8216624357;143,5723928117;-537,7268256893;0;n.a.;n.a.;-537,7268256893;n.a.;n.a.;909,3811074547;144,1081106953;n.a.;25;0,13393;A+;DK;31.12.;DK14689605
IRD A/S;EUR/DKK;2011;1480,2729679756;0;869,9838138931;610,2891540825;3357,7969824246;296,5640616939;1299,9480751283;1761,2848456024;336,5170862801;4838,0699504003;2428,285843309;583,2069025173;1845,0789407917;n.a.;n.a.;n.a.;n.a.;2409,9181776435;n.a.;784,5808720762;n.a.;4838,0699504003;3404,9898168352;n.a.;2177,0376282935;3215,414055879;-1987,4618673373;34,7242730464;366,9511016529;-2319,6886959437;341,0754850584;n.a.;n.a.;-2660,7641810021;n.a.;n.a.;2032,911784568;462,1411937879;n.a.;31;0,13407;A+;DK;31.12.;DK14689605
NBR NORDIC BEET RESEARCH FOUNDATION (FOND);EUR/DKK;2013;0;n.a.;n.a.;n.a.;1634,9048719181;n.a.;864,6080009308;n.a.;381,7993186633;1634,9048719181;461,7762285727;40,1894019646;421,5868266082;0;n.a.;n.a.;n.a.;1173,1286433454;n.a.;774,7177052034;n.a.;1634,9048719181;2369,7011045034;n.a.;2097,3509238569;156,2028089689;116,1473716776;9,1095977786;0,2679293464;124,9890401098;0;n.a.;n.a.;124,9890401098;n.a.;n.a.;594,6691844022;n.a.;n.a.;n.a.;0,13396; U;DK;31.12.;DK30815297
NBR NORDIC BEET RESEARCH FOUNDATION (FOND);EUR/DKK;2012;0;n.a.;n.a.;n.a.;1263,3566990604;n.a.;579,780679554;n.a.;418,1278081699;1263,3566990604;336,5647603879;40,1788412719;296,3859191159;0;n.a.;n.a.;n.a.;926,7919386725;n.a.;557,9501757962;n.a.;1263,3566990604;2088,8979577277;n.a.;1858,003549885;158,5724935532;72,3219142895;1,47322418;23,4376574086;50,3574810608;0;n.a.;n.a.;50,3574810608;n.a.;n.a.;544,5572287056;n.a.;n.a.;7;0,13393; U;DK;31.12.;DK30815297
NBR NORDIC BEET RESEARCH FOUNDATION (FOND);EUR/DKK;2011;0;n.a.;n.a.;n.a.;1259,7132378718;n.a.;374,0803539265;n.a.;541,1453663597;1259,7132378718;287,4540511833;40,3538677375;247,1001834459;n.a.;n.a.;n.a.;n.a.;972,124673796;n.a.;555,5382458527;n.a.;1259,7132378718;1963,7537169984;n.a.;1778,6639769758;140,4314597264;44,6582802961;0,9415902472;9,0123637947;36,5875067487;0;n.a.;n.a.;36,5875067487;n.a.;n.a.;562,2638904756;n.a.;n.a.;n.a.;0,13451; U;DK;31.12.;DK30815297
HANSEN, CARLSEN & FROLUND A/S, RADGIVENDE INGENIORFIRMA;EUR/DKK;2013;86,6751435702;0;23,041923793;63,6332197772;814,6391778215;n.a.;393,5882099062;n.a.;1,2056820589;901,3143213917;133,9646732152;134,500531908;-0,5358586929;36,8402851342;n.a.;n.a.;2,9472228107;730,6433277156;n.a.;55,1934453647;n.a.;901,3143213917;1299,8592242069;n.a.;389,4353050365;1089,6686519323;-179,2447327619;0;15,2719727465;-194,5167055084;-48,3612470307;n.a.;n.a.;-146,1554584778;n.a.;n.a.;1086,7214291216;2,9472228107;n.a.;32;0,13396;A+;DK;31.12.;DK15108398
